,value,trip_class,origin,number_of_changes,gate,found_at,distance,destination,depart_date,airline,actual
653,10325.0,0,MOW,1.0,KupiBilet.ru,2022-02-08T12:15:24,0,BQS,2022-03-31,Y7,True
654,1888.0,0,MOW,0.0,SuperKassa.ru,2022-02-09T10:35:36,0,KUF,2022-03-14,N4,True
655,9871.0,0,MOW,1.0,KupiBilet.ru,2022-02-08T09:19:20,0,KYZ,2022-03-03,DP,True
656,10356.0,0,MOW,2.0,Kiwi.com,2022-02-02T13:18:07,0,INN,2022-03-19,W6,True
657,2421.0,0,MOW,1.0,KupiBilet.ru,2022-02-08T18:44:21,0,MCT,2022-03-22,5W,True
658,4799.0,0,MOW,0.0,OneTwoTrip,2022-02-08T14:16:51,0,TOF,2022-03-13,DP,True
659,7793.0,0,MOW,1.0,Kiwi.com,2022-02-08T18:43:56,0,NAV,2022-03-02,DP,True
660,3695.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T10:36:20,0,BAK,2022-03-14,5W,True
661,9789.0,0,MOW,2.0,Kiwi.com,2022-02-08T18:32:02,0,MAA,2022-03-02,5W,True
662,5770.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T03:55:23,0,BLQ,2022-03-25,S7,True
663,6734.0,0,MOW,1.0,KupiBilet.ru,2022-02-03T15:37:33,0,HAJ,2022-03-09,DP,True
664,8726.0,0,MOW,1.0,Kiwi.com,2022-02-09T08:49:31,0,TIV,2022-03-27,DP,True
665,10696.0,0,MOW,2.0,SuperSaver,2022-02-09T08:26:49,0,KLX,2022-03-03,A3,True
666,8059.0,0,MOW,3.0,KupiBilet.ru,2022-02-02T15:32:28,0,LBA,2022-03-21,A3,True
667,6003.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T10:37:04,0,DXB,2022-03-09,DP,True
668,5076.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T08:47:11,0,VCE,2022-03-21,A3,True
669,11647.0,0,MOW,2.0,KupiBilet.ru,2022-02-07T18:31:48,0,KSN,2022-03-03,B2,True
670,5410.0,0,MOW,1.0,Utair,2022-02-08T10:45:15,0,OVS,2022-03-03,UT,True
671,5549.0,0,MOW,1.0,Kiwi.com,2022-02-08T17:43:24,0,SOF,2022-03-28,W6,True
672,7912.0,0,MOW,2.0,KupiBilet.ru,2022-02-09T09:24:18,0,REK,2022-03-20,W6,True
673,7956.0,0,MOW,3.0,Tickets.ru,2022-02-04T12:13:34,0,SNN,2022-03-07,A3,True
674,7737.0,0,MOW,2.0,Kiwi.com,2022-02-07T11:21:08,0,CHQ,2022-03-29,FR,True
675,13455.0,0,MOW,1.0,OZON,2022-02-09T08:16:53,0,VVO,2022-03-25,5N,True
676,11241.0,0,MOW,2.0,Kiwi.com,2022-02-03T23:40:02,0,NLV,2022-03-06,DP,True
677,12908.0,0,MOW,1.0,KupiBilet.ru,2022-02-04T06:56:37,0,BTK,2022-03-29,5N,True
678,10464.0,0,MOW,2.0,Gotogate,2022-02-07T12:55:30,0,AMD,2022-03-02,5W,True
679,1499.0,0,MOW,0.0,Red Wings,2022-02-09T09:57:03,0,EGO,2022-03-02,WZ,True
680,10434.0,0,MOW,2.0,Kiwi.com,2022-02-04T08:36:39,0,TBZ,2022-03-11,PC,True
681,5820.0,0,MOW,0.0,ИрАэро,2022-02-09T09:20:31,0,PFO,2022-03-08,IO,True
682,6118.0,0,MOW,2.0,Kiwi.com,2022-02-07T20:03:15,0,KTW,2022-03-18,S7,True
683,5668.0,0,MOW,1.0,KupiBilet.ru,2022-02-07T16:10:27,0,IBZ,2022-03-27,S7,True
684,13804.0,0,MOW,2.0,Clickavia,2022-02-06T23:25:17,0,IXC,2022-03-02,5W,True
685,3149.0,0,MOW,0.0,OneTwoTrip,2022-02-09T08:22:25,0,TOX,2022-03-03,DP,True
686,2224.0,0,MOW,0.0,KupiBilet.ru,2022-02-08T09:10:46,0,OSW,2022-03-29,N4,True
687,7360.0,0,MOW,1.0,SuperKassa.ru,2022-02-05T16:00:01,0,UTS,2022-03-07,UT,True
688,8269.0,0,MOW,1.0,Trip.com,2022-02-08T08:06:12,0,AXD,2022-03-21,A3,True
689,3619.0,0,MOW,1.0,SuperKassa.ru,2022-02-09T10:38:13,0,OSS,2022-03-14,A4,True
690,13699.0,0,MOW,2.0,Clickavia,2022-02-04T17:42:17,0,PLX,2022-03-12,DP,True
691,14120.0,0,MOW,1.0,OZON,2022-02-06T04:16:48,0,TLK,2022-03-03,UT,True
692,8160.0,0,MOW,2.0,Kiwi.com,2022-02-08T02:40:01,0,VAS,2022-03-10,N4,True
693,13936.0,0,MOW,2.0,Kiwi.com,2022-02-07T18:37:17,0,LNZ,2022-03-30,BT,True
694,14378.0,0,MOW,2.0,Kiwi.com,2022-02-07T21:10:01,0,OSY,2022-03-10,BT,True
695,10876.0,0,MOW,0.0,City.Travel,2022-02-09T07:25:35,0,KGF,2022-03-10,KC,True
696,8551.0,0,MOW,1.0,Kiwi.com,2022-02-08T12:53:41,0,ISE,2022-03-08,SU,True
697,2349.0,0,MOW,0.0,OneTwoTrip,2022-02-08T22:03:06,0,PES,2022-03-21,DP,True
698,10904.0,0,MOW,2.0,Kiwi.com,2022-02-08T16:11:23,0,GIB,2022-03-03,U2,True
699,3485.0,0,MOW,0.0,Utair,2022-02-09T08:55:37,0,GRV,2022-03-02,UT,True
700,8320.0,0,MOW,1.0,MEGO.travel,2022-02-05T04:20:01,0,EZV,2022-03-07,N4,True
701,9037.0,0,MOW,2.0,Kiwi.com,2022-02-08T19:24:51,0,BFS,2022-03-11,S7,True
702,6175.0,0,MOW,0.0,KupiBilet.ru,2022-02-08T16:13:33,0,VAR,2022-03-13,S7,True
703,6363.0,0,MOW,0.0,OneTwoTrip,2022-02-09T10:37:04,0,SHJ,2022-03-09,N4,True
704,12930.0,0,MOW,2.0,Kiwi.com,2022-02-07T08:00:01,0,SGD,2022-03-09,AY,True
705,5922.0,0,MOW,1.0,KupiBilet.ru,2022-02-06T20:26:00,0,MLA,2022-03-20,S7,True
706,5565.0,0,MOW,1.0,Kiwi.com,2022-02-07T15:08:16,0,CFU,2022-03-27,S7,True
707,4634.0,0,MOW,0.0,SuperKassa.ru,2022-02-08T10:47:29,0,VGD,2022-03-25,ВГ,True
708,10173.0,0,MOW,2.0,Kiwi.com,2022-02-04T17:55:10,0,JER,2022-03-14,W6,True
709,6994.0,0,MOW,2.0,KupiBilet.ru,2022-02-07T20:12:44,0,KIR,2022-03-18,S7,True
710,13140.0,0,MOW,2.0,Kiwi.com,2022-02-04T12:50:01,0,AGH,2022-03-06,AY,True
711,7075.0,0,MOW,2.0,KupiBilet.ru,2022-02-08T19:34:01,0,ECN,2022-03-09,DP,True
712,14131.0,0,MOW,3.0,KupiBilet.ru,2022-02-08T14:12:02,0,FLW,2022-03-27,A3,True
713,2355.0,0,MOW,0.0,Utair,2022-02-07T18:12:32,0,OGZ,2022-03-30,UT,True
714,5631.0,0,MOW,1.0,KupiBilet.ru,2022-02-05T14:28:06,0,GOT,2022-03-25,S7,True
715,6107.0,0,MOW,1.0,KupiBilet.ru,2022-02-07T13:38:55,0,VLC,2022-03-13,S7,True
716,6837.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T03:36:17,0,OHD,2022-03-31,S7,True
717,1849.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T10:23:34,0,KGD,2022-03-01,DP,True
718,6687.0,0,MOW,1.0,Kiwi.com,2022-02-07T19:28:35,0,EAP,2022-03-12,W6,True
719,6154.0,0,MOW,1.0,Kiwi.com,2022-02-09T08:48:47,0,ASR,2022-03-18,PC,True
720,5080.0,0,MOW,0.0,ИрАэро,2022-02-09T10:30:21,0,BHK,2022-03-04,IO,True
721,7282.0,0,MOW,1.0,Kiwi.com,2022-02-04T22:40:50,0,RMI,2022-03-28,W6,True
722,5240.0,0,MOW,1.0,KupiBilet.ru,2022-02-08T10:57:15,0,LPL,2022-03-18,S7,True
723,11619.0,0,MOW,1.0,Aviakassa,2022-02-03T10:04:27,0,KAO,2022-03-16,AY,True
724,7099.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T08:51:54,0,IKT,2022-03-16,DP,True
725,4085.0,0,MOW,1.0,Utair,2022-02-07T20:01:17,0,URJ,2022-03-02,UT,True
726,4507.0,0,MOW,1.0,Kiwi.com,2022-02-09T10:28:48,0,IST,2022-03-29,N4,True
727,5922.0,0,MOW,2.0,Kiwi.com,2022-02-09T04:24:02,0,TRN,2022-03-20,S7,True
728,12437.0,0,MOW,2.0,City.Travel️,2022-02-03T08:20:21,0,SCQ,2022-03-01,AY,True
729,4960.0,0,MOW,0.0,S7 Airlines,2022-02-09T10:30:56,0,SKG,2022-03-09,S7,True
730,8026.0,0,MOW,0.0,SuperKassa.ru,2022-02-08T18:14:58,0,LLK,2022-03-27,N4,True
731,6811.0,0,MOW,1.0,Mytrip.com,2022-02-07T08:46:02,0,HER,2022-03-21,A3,True
732,8163.0,0,MOW,1.0,KupiBilet.ru,2022-02-06T10:24:36,0,TPS,2022-03-02,S7,True
733,4847.0,0,MOW,1.0,Trip.com,2022-02-09T10:14:03,0,ROM,2022-03-03,A3,True
734,6329.0,0,MOW,2.0,KupiBilet.ru,2022-02-09T07:56:07,0,TGD,2022-03-27,S7,True
735,5449.0,0,MOW,1.0,Kiwi.com,2022-02-09T08:17:05,0,AGP,2022-03-27,W6,True
736,8172.0,0,MOW,2.0,KupiBilet.ru,2022-02-04T11:06:25,0,KHE,2022-03-30,A3,True
737,12183.0,0,MOW,2.0,OneTwoTrip,2022-02-09T07:27:07,0,CKZ,2022-03-26,PC,True
738,8757.0,0,MOW,1.0,OZON,2022-02-09T08:08:57,0,ХЖР,2022-03-24,5N,True
739,6328.0,0,MOW,2.0,Kiwi.com,2022-02-08T18:13:03,0,BTS,2022-03-31,S7,True
740,14104.0,0,MOW,2.0,KupiBilet.ru,2022-02-07T08:28:02,0,KEM,2022-03-12,SU,True
741,5852.0,0,MOW,1.0,KupiBilet.ru,2022-02-08T11:34:51,0,STO,2022-03-18,S7,True
742,7616.0,0,MOW,2.0,KupiBilet.ru,2022-02-09T10:39:47,0,CIT,2022-03-10,5W,True
743,2883.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T10:35:22,0,KSQ,2022-03-12,IO,True
744,1990.0,0,MOW,0.0,Utair,2022-02-07T19:23:25,0,TBW,2022-03-03,UT,True
745,3840.0,0,MOW,0.0,Rusline,2022-02-09T08:58:15,0,JOK,2022-03-06,7R,True
746,7689.0,0,MOW,2.0,KupiBilet.ru,2022-02-08T14:17:01,0,SZG,2022-03-11,S7,True
747,10216.0,0,MOW,2.0,Kiwi.com,2022-02-06T14:40:01,0,FNI,2022-03-08,W6,True
748,9124.0,0,MOW,2.0,Kiwi.com,2022-02-06T14:42:39,0,MSR,2022-03-02,PC,True
749,2909.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T07:11:45,0,OMS,2022-03-26,N4,True
750,13219.0,0,MOW,1.0,KLM,2022-02-08T11:22:56,0,LPI,2022-03-04,KL,True
751,2500.0,0,MOW,0.0,SuperKassa.ru,2022-02-09T08:35:27,0,NAL,2022-03-24,R3,True
752,2249.0,0,MOW,0.0,OneTwoTrip,2022-02-09T10:21:24,0,CSY,2022-03-07,DP,True
753,9856.0,0,MOW,3.0,KupiBilet.ru,2022-02-08T00:35:20,0,CWL,2022-03-29,W6,True
754,7573.0,0,MOW,1.0,Kiwi.com,2022-02-08T21:11:19,0,LYS,2022-03-27,PC,True
755,6419.0,0,MOW,2.0,KupiBilet.ru,2022-02-02T13:25:58,0,NCE,2022-03-29,W6,True
756,2349.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T09:50:32,0,SVX,2022-03-01,DP,True
757,12125.0,0,MOW,2.0,Kiwi.com,2022-02-03T14:02:57,0,IOM,2022-03-15,FR,True
758,5222.0,0,MOW,1.0,KupiBilet.ru,2022-02-08T19:13:04,0,GDN,2022-03-18,S7,True
759,10397.0,0,MOW,3.0,KupiBilet.ru,2022-02-06T12:18:02,0,SXB,2022-03-18,S7,True
760,11616.0,0,MOW,2.0,Kiwi.com,2022-02-05T20:02:26,0,DNK,2022-03-24,LO,True
761,6170.0,0,MOW,1.0,Kiwi.com,2022-02-09T04:06:51,0,HTY,2022-03-10,PC,True
762,7647.0,0,MOW,0.0,KupiBilet.ru,2022-02-08T23:20:50,0,MUC,2022-03-06,U6,True
763,9809.0,0,MOW,2.0,Kiwi.com,2022-02-06T18:23:52,0,NKT,2022-03-27,DP,True
764,5855.0,0,MOW,0.0,SuperSaver,2022-02-09T10:31:48,0,BER,2022-03-13,DP,True
765,10741.0,0,MOW,2.0,SuperSaver,2022-02-08T11:58:22,0,CJB,2022-03-01,5W,True
766,6385.0,0,MOW,2.0,Kiwi.com,2022-02-08T15:45:51,0,MAN,2022-03-25,S7,True
767,6986.0,0,MOW,2.0,KupiBilet.ru,2022-02-07T05:35:28,0,IAS,2022-03-04,S7,True
768,5271.0,0,MOW,0.0,OZON,2022-02-09T05:18:54,0,NCU,2022-03-04,R3,True
769,6204.0,0,MOW,3.0,OneTwoTrip,2022-02-02T15:46:03,0,EDI,2022-03-29,W6,True
770,12359.0,0,MOW,2.0,Kiwi.com,2022-02-03T01:13:10,0,RNN,2022-03-01,PC,True
771,7136.0,0,MOW,2.0,Kiwi.com,2022-02-07T09:17:12,0,LPP,2022-03-14,N4,True
772,4110.0,0,MOW,0.0,MEGO.travel,2022-02-07T07:59:34,0,CEE,2022-03-09,D2,True
773,6640.0,0,MOW,1.0,JetCompass,2022-02-08T05:00:02,0,ERC,2022-03-10,PC,True
774,11615.0,0,MOW,2.0,SuperSaver,2022-02-06T10:56:11,0,BBI,2022-03-02,5W,True
775,5812.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T00:33:15,0,RHO,2022-03-21,A3,True
776,9753.0,0,MOW,3.0,KupiBilet.ru,2022-02-09T07:54:58,0,REU,2022-03-31,S7,True
777,3188.0,0,MOW,1.0,Kiwi.com,2022-02-08T19:16:44,0,EIN,2022-03-29,W6,True
778,6911.0,0,MOW,2.0,KupiBilet.ru,2022-02-08T21:12:50,0,JMK,2022-03-25,S7,True
779,11433.0,0,MOW,2.0,Kiwi.com,2022-02-06T10:40:01,0,SXZ,2022-03-08,N4,True
780,7249.0,0,MOW,0.0,City.Travel,2022-02-09T09:28:25,0,UUD,2022-03-31,5N,True
781,6672.0,0,MOW,2.0,KupiBilet.ru,2022-02-08T15:27:20,0,HAM,2022-03-18,S7,True
782,13497.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T04:18:44,0,NSK,2022-03-13,WZ,True
783,8670.0,0,MOW,2.0,Kiwi.com,2022-02-07T00:21:22,0,SLL,2022-03-22,5W,True
784,4116.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T08:55:13,0,MQF,2022-03-11,DP,True
785,2470.0,0,MOW,1.0,Aviakassa,2022-02-08T13:45:19,0,BAH,2022-03-22,5W,True
786,5211.0,0,MOW,1.0,Kiwi.com,2022-02-08T15:48:57,0,ALY,2022-03-02,5W,True
787,6045.0,0,MOW,3.0,Tickets.ru,2022-02-03T07:37:54,0,BRI,2022-03-26,W6,True
788,13335.0,0,MOW,1.0,Kiwi.com,2022-02-08T08:31:47,0,KZR,2022-03-25,TK,True
789,3695.0,0,MOW,1.0,City.Travel️,2022-02-09T07:27:25,0,MSQ,2022-03-13,A4,True
790,11349.0,0,MOW,2.0,SuperSaver,2022-02-09T07:34:36,0,BHO,2022-03-03,5W,True
791,13473.0,0,MOW,3.0,SuperSaver,2022-02-08T04:00:01,0,IXM,2022-03-10,5W,True
792,888.0,0,MOW,0.0,Azimuth,2022-02-05T11:52:32,0,PKV,2022-03-22,A4,True
793,9279.0,0,MOW,1.0,SuperKassa.ru,2022-02-02T13:16:42,0,НЖГ,2022-03-03,DP,True
794,11904.0,0,MOW,2.0,Kiwi.com,2022-02-07T14:20:01,0,EVG,2022-03-09,AY,True
795,12935.0,0,MOW,2.0,Kiwi.com,2022-02-09T02:09:56,0,TUN,2022-03-27,PC,True
796,10676.0,0,MOW,3.0,Tickets.ru,2022-02-04T20:39:25,0,TLN,2022-03-14,A3,True
797,6723.0,0,MOW,1.0,KupiBilet.ru,2022-02-07T05:43:17,0,KGS,2022-03-21,A3,True
798,9502.0,0,MOW,2.0,KupiBilet.ru,2022-02-02T16:25:40,0,PLQ,2022-03-06,DP,True
799,6805.0,0,MOW,2.0,Kiwi.com,2022-02-08T20:53:54,0,ORK,2022-03-11,S7,True
800,9522.0,0,MOW,3.0,Kissandfly,2022-02-02T17:40:02,0,CUF,2022-03-04,S7,True
801,6108.0,0,MOW,1.0,KupiBilet.ru,2022-02-05T21:44:47,0,VNO,2022-03-18,S7,True
802,5416.0,0,MOW,1.0,Kiwi.com,2022-02-09T00:11:36,0,BUH,2022-03-11,S7,True
803,9994.0,0,MOW,2.0,MEGO.travel,2022-02-05T09:20:01,0,OUL,2022-03-07,S7,True
804,1310.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T10:21:33,0,LED,2022-03-07,IO,True
805,9968.0,0,MOW,2.0,Kiwi.com,2022-02-08T12:46:33,0,BLR,2022-03-21,5W,True
806,12302.0,0,MOW,2.0,Kiwi.com,2022-02-08T17:54:15,0,VBY,2022-03-01,AY,True
807,4435.0,0,MOW,0.0,S7 Airlines,2022-02-09T10:33:10,0,VIE,2022-03-11,S7,True
808,13144.0,0,MOW,2.0,KupiBilet.ru,2022-02-08T04:00:01,0,LKO,2022-03-10,5W,True
809,13361.0,0,MOW,2.0,Kiwi.com,2022-02-09T00:52:08,0,DJE,2022-03-21,W6,True
810,2934.0,0,MOW,0.0,City.Travel,2022-02-08T23:19:33,0,ARH,2022-03-31,5N,True
811,6113.0,0,MOW,2.0,Kiwi.com,2022-02-08T19:00:32,0,OPO,2022-03-11,S7,True
812,11580.0,0,MOW,2.0,Kiwi.com,2022-02-08T05:07:44,0,OST,2022-03-31,S7,True
813,2549.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T06:26:55,0,ULY,2022-03-29,DP,True
814,12558.0,0,MOW,2.0,Clickavia,2022-02-08T12:24:25,0,KZO,2022-03-08,DP,True
815,2364.0,0,MOW,0.0,OneTwoTrip,2022-02-09T08:45:25,0,VOZ,2022-03-13,U6,True
816,3269.0,0,MOW,0.0,SuperSaver,2022-02-09T10:33:59,0,LWN,2022-03-10,DP,True
817,6543.0,0,MOW,1.0,Aviakassa,2022-02-08T10:42:20,0,KMW,2022-03-07,КБ,True
818,13937.0,0,MOW,1.0,KupiBilet.ru,2022-02-06T22:20:57,0,PYJ,2022-03-07,DP,True
819,7603.0,0,MOW,3.0,KupiBilet.ru,2022-02-02T15:31:38,0,DSA,2022-03-21,A3,True
820,4980.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T10:01:54,0,KVK,2022-03-03,S7,True
821,8768.0,0,MOW,2.0,Kiwi.com,2022-02-08T08:23:35,0,YEI,2022-03-10,PC,True
822,6351.0,0,MOW,2.0,Kiwi.com,2022-02-09T06:35:40,0,AGA,2022-03-31,FR,True
823,12666.0,0,MOW,2.0,KupiBilet.ru,2022-02-07T06:20:01,0,LDY,2022-03-09,FR,True
824,8845.0,0,MOW,2.0,Kiwi.com,2022-02-07T12:30:59,0,BRQ,2022-03-13,S7,True
825,12321.0,0,MOW,2.0,Kiwi.com,2022-02-05T20:20:02,0,KDL,2022-03-07,BT,True
826,12291.0,0,MOW,2.0,Kiwi.com,2022-02-09T06:02:29,0,CRA,2022-03-15,KL,True
827,4385.0,0,MOW,0.0,ИрАэро,2022-02-09T10:06:29,0,UGC,2022-03-03,IO,True
828,8244.0,0,MOW,2.0,Mytrip.com,2022-02-07T00:10:01,0,LDE,2022-03-09,U6,True
829,7706.0,0,MOW,2.0,Kiwi.com,2022-02-07T14:53:36,0,ERZ,2022-03-02,PC,True
830,13395.0,0,MOW,1.0,Kiwi.com,2022-02-05T10:50:01,0,NOP,2022-03-07,TK,True
831,5814.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T07:55:39,0,NOZ,2022-03-01,DP,True
832,6041.0,0,MOW,1.0,Kiwi.com,2022-02-09T07:22:12,0,BJV,2022-03-09,PC,True
833,8518.0,0,MOW,2.0,Kiwi.com,2022-02-04T15:56:44,0,NTE,2022-03-17,W9,True
834,11260.0,0,MOW,1.0,KupiBilet.ru,2022-02-06T10:22:50,0,OVD,2022-03-24,SU,True
835,7589.0,0,MOW,3.0,KupiBilet.ru,2022-02-06T12:35:33,0,LCJ,2022-03-21,A3,True
836,7025.0,0,MOW,2.0,Kiwi.com,2022-02-08T08:24:53,0,MMA,2022-03-17,AY,True
837,2440.0,0,MOW,0.0,Smartavia,2022-02-09T09:11:34,0,MMK,2022-03-10,5N,True
838,7359.0,0,MOW,1.0,Utair,2022-02-02T11:08:48,0,IRM,2022-03-11,UT,True
839,4932.0,0,MOW,2.0,Kiwi.com,2022-02-09T10:26:28,0,MIL,2022-03-29,W6,True
840,6070.0,0,MOW,1.0,Kiwi.com,2022-02-08T08:52:20,0,KYA,2022-03-08,PC,True
841,6658.0,0,MOW,2.0,Kiwi.com,2022-02-08T16:55:52,0,DUS,2022-03-16,S7,True
842,7741.0,0,MOW,1.0,Kiwi.com,2022-02-06T17:50:18,0,VAN,2022-03-01,PC,True
843,9684.0,0,MOW,2.0,KupiBilet.ru,2022-02-04T22:27:24,0,LEJ,2022-03-20,W6,True
844,2049.0,0,MOW,0.0,KupiBilet.ru,2022-02-09T07:30:27,0,NBC,2022-03-02,DP,True
845,7542.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T09:45:06,0,ALA,2022-03-17,5W,True
846,11450.0,0,MOW,1.0,MEGO.travel,2022-02-04T15:02:15,0,RTM,2022-03-19,PC,True
847,6041.0,0,MOW,1.0,Kiwi.com,2022-02-09T08:32:52,0,DLM,2022-03-25,PC,True
848,11358.0,0,MOW,1.0,Kiwi.com,2022-02-09T10:17:15,0,KTM,2022-03-14,5W,True
849,2049.0,0,MOW,0.0,OneTwoTrip,2022-02-08T14:39:46,0,UFA,2022-03-28,DP,True
850,3185.0,0,MOW,0.0,OneTwoTrip,2022-02-09T02:38:46,0,IJK,2022-03-09,I8,True
851,7485.0,0,MOW,2.0,KupiBilet.ru,2022-02-09T04:02:05,0,PMF,2022-03-25,S7,True
852,10774.0,0,MOW,3.0,Tickets.ru,2022-02-05T03:18:50,0,NCL,2022-03-01,FR,True
853,10199.0,0,MOW,1.0,OZON,2022-02-09T00:18:32,0,UUS,2022-03-31,HZ,True
854,11407.0,0,MOW,2.0,SuperSaver,2022-02-04T19:28:47,0,VNS,2022-03-14,5W,True
855,9375.0,0,MOW,0.0,SuperKassa.ru,2022-02-09T09:46:28,0,GNJ,2022-03-23,UT,True
856,8851.0,0,MOW,3.0,KupiBilet.ru,2022-02-05T19:47:10,0,BIO,2022-03-07,A3,True
857,11257.0,0,MOW,2.0,Kiwi.com,2022-02-05T18:46:05,0,GCI,2022-03-11,S7,True
858,11183.0,0,MOW,1.0,KupiBilet.ru,2022-02-07T06:50:01,0,EAS,2022-03-09,U6,True
859,6726.0,0,MOW,1.0,KupiBilet.ru,2022-02-06T14:54:50,0,BRE,2022-03-31,S7,True
860,9143.0,0,MOW,2.0,KupiBilet.ru,2022-02-05T10:35:20,0,LIL,2022-03-05,FR,True
861,2625.0,0,MOW,0.0,Utair,2022-02-07T23:12:06,0,IGT,2022-03-18,UT,True
862,5485.0,0,MOW,0.0,Utair,2022-02-08T12:12:20,0,UCT,2022-03-03,UT,True
863,5916.0,0,MOW,1.0,KupiBilet.ru,2022-02-08T13:37:04,0,AMM,2022-03-25,FR,True
864,13387.0,0,MOW,1.0,Trip.com,2022-02-05T09:50:01,0,AAN,2022-03-07,EY,True
865,9372.0,0,MOW,1.0,Kiwi.com,2022-02-06T19:12:15,0,ISB,2022-03-01,5W,True
866,10126.0,0,MOW,2.0,Kiwi.com,2022-02-08T10:40:42,0,SVG,2022-03-15,AY,True
867,6529.0,0,MOW,2.0,KupiBilet.ru,2022-02-08T14:22:25,0,GOA,2022-03-18,S7,True
868,5219.0,0,MOW,1.0,SuperKassa.ru,2022-02-08T16:12:20,0,NJC,2022-03-21,A4,True
869,1499.0,0,MOW,0.0,Red Wings,2022-02-09T07:52:29,0,ROV,2022-03-23,WZ,True
870,5809.0,0,MOW,1.0,Trip.com,2022-02-09T02:25:01,0,BCN,2022-03-28,A3,True
871,2663.0,0,MOW,1.0,SuperKassa.ru,2022-02-08T22:52:32,0,SKX,2022-03-25,A4,True
872,6255.0,0,MOW,0.0,KupiBilet.ru,2022-02-08T23:35:05,0,RIX,2022-03-15,SU,True
873,11120.0,0,MOW,2.0,Kiwi.com,2022-02-08T06:30:01,0,XRY,2022-03-10,SU,True
874,4423.0,0,MOW,1.0,MEGO.travel,2022-02-04T10:12:13,0,HEL,2022-03-27,S7,True
875,7532.0,0,MOW,2.0,Kiwi.com,2022-02-09T07:34:43,0,GNY,2022-03-29,N4,True
876,13463.0,0,MOW,1.0,Mytrip.com,2022-02-06T16:35:18,0,ASB,2022-03-30,TK,True
877,9622.0,0,MOW,2.0,Kiwi.com,2022-02-06T17:18:37,0,TOS,2022-03-13,S7,True
878,7061.0,0,MOW,1.0,KupiBilet.ru,2022-02-07T08:05:09,0,ODS,2022-03-13,DP,True
879,12219.0,0,MOW,2.0,Kiwi.com,2022-02-07T22:00:02,0,REG,2022-03-10,W6,True
880,1949.0,0,MOW,0.0,Aviakassa,2022-02-09T10:17:48,0,KZN,2022-03-29,DP,True
881,2785.0,0,MOW,0.0,Utair,2022-02-09T08:24:32,0,SGC,2022-03-02,UT,True
882,2460.0,0,MOW,1.0,Azimuth,2022-02-09T09:45:33,0,PEZ,2022-03-03,A4,True
883,8830.0,0,MOW,1.0,Kiwi.com,2022-02-03T09:54:52,0,ADF,2022-03-17,DP,True
884,12068.0,0,MOW,2.0,Kiwi.com,2022-02-03T06:45:07,0,STV,2022-03-01,5W,True
885,5646.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T09:39:15,0,CGN,2022-03-20,S7,True
886,12171.0,0,MOW,1.0,KupiBilet.ru,2022-02-08T09:51:07,0,NER,2022-03-06,DP,True
887,9474.0,0,MOW,2.0,Kiwi.com,2022-02-06T23:10:05,0,AOI,2022-03-26,AY,True
888,5716.0,0,MOW,2.0,Kiwi.com,2022-02-08T19:11:05,0,KRK,2022-03-11,S7,True
889,7555.0,0,MOW,2.0,City.Travel,2022-02-09T07:00:32,0,SFT,2022-03-23,AY,True
890,11667.0,0,MOW,2.0,Kiwi.com,2022-02-08T15:42:20,0,DAC,2022-03-01,5W,True
891,14272.0,0,MOW,3.0,SuperSaver,2022-02-06T12:36:57,0,TRZ,2022-03-01,5W,True
892,6363.0,0,MOW,2.0,Kiwi.com,2022-02-08T21:42:38,0,LWO,2022-03-11,S7,True
893,8166.0,0,MOW,1.0,Aviakassa,2022-02-06T06:55:22,0,TRD,2022-03-27,AY,True
894,5627.0,0,MOW,1.0,KupiBilet.ru,2022-02-09T10:10:53,0,DBV,2022-03-25,S7,True
895,6250.0,0,MOW,3.0,OneTwoTrip,2022-02-07T16:26:58,0,DRS,2022-03-29,W6,True
896,13806.0,0,MOW,2.0,Kiwi.com,2022-02-08T18:50:56,0,LXR,2022-03-03,DP,True
897,7060.0,0,MOW,2.0,Kiwi.com,2022-02-09T07:53:25,0,TNG,2022-03-25,S7,True
898,14330.0,0,MOW,1.0,Kiwi.com,2022-02-08T18:21:47,0,JED,2022-03-27,5W,True
899,1283.0,0,MOW,0.0,Kiwi.com,2022-02-09T10:37:58,0,AUH,2022-03-22,5W,True
